Id,SalePrice
1460,11.78923219467596
1461,11.97307459122624
1462,12.076507627132912
1463,12.170585612106121
1464,12.121846545817897
1465,12.12128550119907
1466,12.100871612780145
1467,12.058739552322315
1468,12.11116056051142
1469,11.680091483148077
1470,12.200375095373177
1471,11.427694489273017
1472,11.469770670527575
1473,11.901095416103841
1474,11.807377232782486
1475,12.833013082840948
1476,12.512857893819591
1477,12.527184547584765
1478,12.497911513651477
1479,12.956864912171211
1480,12.728754581078881
1481,12.229028047959876
1482,12.028023868366823
1483,12.076454322388516
1484,12.11523306484302
1485,12.152316638178403
1486,12.742374818924604
1487,12.383406081411733
1488,12.189156410084165
1489,12.21252489832501
1490,12.131644548009463
1491,11.479626627416419
1492,12.148282517304345
1493,12.55037030733457
1494,12.630208062213924
1495,12.320212094763823
1496,12.085753839760471
1497,11.98886671379429
1498,11.983322785961901
1499,11.9153316787265
1500,12.039063762049754
1501,11.95091907792816
1502,12.656376600736847
1503,12.33993851109004
1504,12.294913906357865
1505,12.09796833208706
1506,12.316253356795249
1507,12.225793735437327
1508,11.996590806160967
1509,11.897163925055347
1510,11.854801678253482
1511,12.02268828026688
1512,11.874676306345174
1513,12.037391384479212
1514,12.049076052434836
1515,11.914203625577157
1516,12.007299602137826
1517,11.692555165797371
1518,12.309331315547718
1519,11.812746974542101
1520,11.824096351516589
1521,11.958583987134334
1522,11.625438984759693
1523,11.700474606922254
1524,11.734055831704419
1525,11.779163256255973
1526,11.514681090351644
1527,11.835943418565893
1528,11.921714097762031
1529,12.036241742244982
1530,11.541676722217383
1531,11.54068031269709
1532,11.884146487740557
1533,11.754238032278149
1534,11.939215431579822
1535,11.670559892538659
1536,11.117094207050005
1537,11.966944893593677
1538,12.147146852584966
1539,11.530297953041153
1540,11.988799226589755
1541,11.868299036672484
1542,12.384245136867413
1543,11.267747680141206
1544,11.546418198879843
1545,11.697613606973224
1546,11.744022300225206
1547,11.795282659624641
1548,11.608650242283412
1549,11.777961287469394
1550,11.700091235157942
1551,11.767283274775348
1552,11.826690492035238
1553,11.544094196848544
1554,12.100543300086485
1555,11.247623585401632
1556,11.612210052555731
1557,11.309880916419365
1558,11.516519620967694
1559,11.78736300895571
1560,11.900983738316338
1561,11.781478509860479
1562,11.667459064681807
1563,11.99117568216903
1564,11.878188417629442
1565,12.32617664708453
1566,11.12967368574107
1567,12.34034897423063
1568,11.979878195118339
1569,11.768497526243381
1570,11.6183277714678
1571,11.894326272227072
1572,12.426515022982455
1573,11.554935033088945
1574,12.106106286425163
1575,12.272065834939635
1576,12.129591558170832
1577,11.846210020386096
1578,11.899017569882082
1579,12.15619889129911
1580,11.809985159238337
1581,11.785597340203324
1582,12.748043356298615
1583,12.346621109509682
1584,11.86191209223018
1585,11.004288668452515
1586,11.529769302028622
1587,11.918074819254455
1588,11.453111537959344
1589,11.808647680628933
1590,11.615386295328609
1591,11.792106038576978
1592,11.709395564676864
1593,11.831504794922605
1594,11.677291833312383
1595,12.401642041390994
1596,12.046533444143046
1597,12.199211493920618
1598,11.94745252004042
1599,12.006298525617755
1600,10.966738613243262
1601,11.65297946670803
1602,11.45314386997664
1603,12.504203248236134
1604,12.387640236717969
1605,12.093474097272624
1606,11.939538261424525
1607,12.230223261790098
1608,12.120440581918542
1609,11.95774407287204
1610,11.830253571979778
1611,12.010986715790754
1612,11.951120709954763
1613,11.65128529817648
1614,11.394992169638934
1615,11.200428803053118
1616,11.39156721567161
1617,11.731413416280095
1618,11.823772551843582
1619,11.843866418780774
1620,11.880361275872177
1621,11.905198983412877
1622,12.649120142143577
1623,12.253539015554006
1624,11.765320599375158
1625,11.977887079697652
1626,12.132877369314503
1627,12.518309713658347
1628,12.068108540583273
1629,12.808274351419064
1630,12.24729798409382
1631,12.3378641173929
1632,12.07842220222652
1633,12.13248047087169
1634,12.104731038722631
1635,12.002980513207433
1636,12.086803091196545
1637,12.180498970431923
1638,12.066110247625268
1639,12.565591403752945
1640,12.098404451926763
1641,12.30380777897791
1642,12.30585950539024
1643,12.340033126156856
1644,12.104912667551996
1645,11.942631762352368
1646,11.919283265379203
1647,11.788686454995126
1648,11.851187923773038
1649,11.668274168116573
1650,11.673974157212713
1651,11.455962699320416
1652,11.588414534179295
1653,11.912754859178596
1654,11.86879232357253
1655,11.881387856457831
1656,11.960110183160186
1657,11.926702690738306
1658,11.842889237775859
1659,11.896691293030186
1660,13.021399321517263
1661,12.893460351539646
1662,12.824466932606912
1663,12.972975028314405
1664,12.65347657840385
1665,12.714250685479493
1666,12.802653486876926
1667,12.766956747527262
1668,12.611292023252817
1669,12.777903755029932
1670,12.501918668332417
1671,12.97988673244488
1672,12.583954970496777
1673,12.428149395945102
1674,12.169747130663618
1675,12.172429698001674
1676,12.293818895322728
1677,13.145394093500963
1678,12.810815218407901
1679,12.752781947837493
1680,12.368221340521385
1681,12.631260319355762
1682,12.109783463286863
1683,12.046878222414033
1684,12.066646355716333
1685,12.02736375480549
1686,12.049255060549994
1687,12.121132496755571
1688,12.12587271432912
1689,12.123915038847459
1690,12.110815006527767
1691,12.356284608943673
1692,12.069722048664454
1693,12.095950840720091
1694,12.028360798983284
1695,12.50038539821373
1696,12.052654957393822
1697,12.899623858006517
1698,12.705051928407944
1699,12.395185778468115
1700,12.470272844394149
1701,12.445704324938578
1702,12.405858047368248
1703,12.607699219930256
1704,12.31568497609701
1705,12.994716425403945
1706,12.271899246430664
1707,12.288212770848043
1708,12.510187425665789
1709,12.302401215366775
1710,12.41648490526887
1711,12.48219424283731
1712,12.477433182246296
1713,12.299669767464197
1714,12.19106313314747
1715,12.146284884194367
1716,12.030286378679378
1717,11.79010894297022
1718,12.202915255260526
1719,12.451070824061189
1720,11.991830920011674
1721,11.66641738955219
1722,11.942633736602458
1723,12.303132828803415
1724,12.401829889365594
1725,12.159369092932439
1726,12.034348691169807
1727,12.091706029947998
1728,12.000637630358225
1729,11.944474025800172
1730,11.675773042519287
1731,11.810801474381227
